Kahi Deep Jale Kahi Dil,Bees Saal Baad,Shivaranjani,not available.txt
Laaj Rakho Giridhari,,Shivaranjani,not available.txt
Dil Ke Jharoke Me Tujhko Bithakar,Bramhachari,Shivaranjani,not available.txt
Yaad Teri Aayegi,Ek Jaan Hai Hum,Shivaranjani,not available.txt
chingaare koyee bhadake,Amar Prem,bhairavi,chingaare koyee bhadake.txt
Hamari Sanson Mein Aaj,ghazal,,Hamari Sanson Mein Aaj.txt
Mere Naina Sawan Bhaado,Mehbooba,Shivaranjani,Mere Naina Sawan Bhaado.html
Saajan Aa Jao,,Shivaranjani,not available.txt
Bheega Bheega Mausam Aaya,Bhayanak,Shivaranjani,not available.txt
Jane Kahan Gaye Woh Din,Mera Naam Joker,Shivaranjani,Jane Kahan Gaye Wo Din.txt
O Mere Sanam,Sangam,Shivaranjani,O MERE SANAM O MERE SANAM.txt
Tumhe Dekhti Hun To Lagta Hai Aise,Tumhare Liye,Shivaranjani,not available.txt
Khabar Me Na Lini Re Bahut Din Beet,Sant Gyaneshwar,Shivaranjani,not available.txt
Jo Bhi Dukh Yaad Na Tha,Ghazal,Shivaranjani,not available.txt
Majhi Re Na Jaiyo Pardes,Karma,Shivaranjani,not available.txt
Allah tero naam,Hum Dono,Sarang Gaud,not available.txt
Sawan Aye Ya Na Aye,Dil Diya Dard Liya,Sarang Shuddha,not available.txt
Dair-O-harammen Basne Waalon,Ghazal,Sarang Shuddha,not available.txt
Saawan Rut Aaye Dekho Balam,Piya Basanti (Non filmi Album),Sarang Shuddha,not available.txt
Aa Lautke Aja Mere Meet,Rani Roopmati,Sarang Shuddha,not available.txt
O Saware Aaja Pyar Liye,,Sarang Shuddha,not available.txt
Aaja Bhanwar Sunee Dagar,Raani Roopmati,Sarang Vrindavani,not available.txt
Jhooti Moothi Mitwa Awan Bole,Rudali,Sarang Vrindavani,not available.txt
Ruma Jhuma Ruma Jhuma Chala Tihari,Tansen,Shankara,not available.txt
Bolo Bolo Kahan Bolo Chhaliya,Chhaliya,Shankara,not available.txt
Prem Jogan Ban Jaa,,Sohani / Sohini,not available.txt
Jhumati Chali Hawa,Sangeet Samrat Tansen,Sohani / Sohini,not available.txt
Kanha Re Kanha,,Sohani / Sohini,not available.txt
Jeevan Jyot Jale,,Sohani / Sohini,not available.txt
Kuhu Kuhu Bole Koyaliya,Swarna Sundari,Sohani / Sohini,not available.txt
Jalta Rahata Din Raina,,Tilak Kamod,not available.txt
Tumhare Bin Ji Na Lage Ghar Mein,Bhumika,Tilak Kamod,not available.txt
Chhup Gaye Tere Najare,Do Raaste,Tilang,not available.txt
Sajna Sang Kahe Neha Lagae,Main Nashe Me Hun,Tilang,not available.txt
Meri Kahani Boolnewale,Deedar,Tilang,not available.txt
Lagan Tose Lagi Balma,Dekh Kabira Roya,Tilang,not available.txt
Itna To Yaad Hai Mujhe,Mehboob Ki Mehendi,Tilang,not available.txt
Mujhe Ae Jindagi Deewana Kar De,,Tilang,not available.txt
Chota Saa Baalama Ankhiyan Neend Udaye Le Gayo,Raagini,Tilang,not available.txt
Yahi Armaan Lekar Aaj Apne,Shabaab,Tilang,not available.txt
O Zindagi Ke Dene Wale,Nagin,Todi Bhupal / Bhoopal Todi,not available.txt
Diya Na Bujhega Aaj Hamara,,Todi Bilaskhani,not available.txt
Jhoothe Naina Bole,Lekin,Todi Bilaskhani,not available.txt
Ek Tha Bachpan,Aashirwad,Todi Gujari,not available.txt
Ja Ja Re Ja,Lekin,Todi Gujari,not available.txt
Sanvaro Nand-Nandana,Chala Vahi Desh (Non Filmi Album),Todi Gujari,not available.txt
Khuda E Baratara Teri Jameen Par,Taj Mahal,Todi Miyan Ki,not available.txt
Jhoothey Naina Bole,Lekin,Todi Miyan Ki,not available.txt
Duniya Na Bhaye Mohe Ab Tu Bulale,Basant Bahar,Todi Miyan Ki,not available.txt
Mai To Ek Khwab Hun,Himalay Ki God Mein,Todi Miyan Ki,not available.txt
Insan Bano,Baiju Bawra,Todi Miyan Ki,not available.txt
Tori Jai Jai Kartar,Baiju Bawra,Todi Miyan Ki,not available.txt
Jaago Re Jaago Prabhaat Aaya,,Todi Miyan Ki,not available.txt
Main To Ek Khwab Hun,Himalay Ki God Mein,Todi Miyan Ki,not available.txt
Bhini Bhini Bhor Aayi,Dil Padosi Hai,Todi Miyan Ki,not available.txt
Jag Mein Sunder Hai Do Naam,Bhajan,Todi Miyan Ki,not available.txt
Insan Bano,Baiju Bawra,Todi Miyan Ki,not available.txt
Dil Jo Na Keh Saka,Bhigi Raat,Yaman,not available.txt
Breathless,Breathless (Non Filmi Album),Yaman,not available.txt
Ye Chaman Hamra Apna Hai,,Yaman,not available.txt
Woh Haske Mile Hum Se,Baharein Phir Bhi Aayengi,Yaman,not available.txt
Chhodo Chhodo Chhodo Mori Bhaiya,,Yaman,not available.txt
Re Man Surmein Ga,,Yaman,not available.txt
Sochte Aur Jaagte Sanson Ka Ek Dariyaa Hoon Main,Ghazal,Yaman,not available.txt
Janewale Se Mulakat Na Hone Payi,Amar,Yaman,not available.txt
Inhi Logone Le Leena Dupatta Mera,Pakeezah,Yaman,not available.txt
Apke Anurodhpe Main Ye Geet,Anurodh,Yaman,not available.txt
Shola Hoon Bhadakne Ki Gujarish Nahin Karta,Ghazal,Yaman,not available.txt
Main Kya Janu Kya Jadu Hai,,Yaman,not available.txt
Jiya Le Gayo Ji Mora Savariya,Anpadh,Yaman,not available.txt
Who Shyam Kuch Ajeeb Thi,Khamoshi,Yaman,not available.txt
Bada Dukh Dina Tere Lakhan Ne,Ram Lakhan,Yaman,not available.txt
Bhuli Hui Yaadon,Sanjog,Yaman,not available.txt
Jai Jai He Jagadambe Mata,,Yaman,not available.txt
Ranjish Hi Sahi Dil Hi Dukhane Ke Liye Aa,Ghazal,Yaman,not available.txt
Meri Duniya Mein Tum Aaye,Heer Ranjha,Yaman,not available.txt
Aansoon Bhari Hai,Parvarish,Yaman,not available.txt
Kenu Sang Khelun Hori,Chala Vahi Desh (Non Filmi Album),Yaman,not available.txt
Suni Jo Unke Aane Ki Aahat,Satyam Shivam Sundaram,Yaman,not available.txt
Seene Mein Sulagte Hai Arman,Sangdil,Yaman,not available.txt
Ja Re Badra Bairi Ja,Bahana,Yaman,not available.txt
Chandan Sa Badan,Saraswati Chandra,Yaman,not available.txt
Yaad Rahega Pyar Ka Yeh Rangin Zamanaa,Umar Qaid,Yaman,not available.txt
Do Naina Matwale Tihare,Chhoti Behen,Yaman,not available.txt
Mausam Hai Ashikana,Pakeezah,Yaman,not available.txt
Jivan Dor Tumhi Sang Bandhi,Satyavaan Savitri,Yaman,not available.txt
